author	comment	vote
your	等了很久，终于今天可以去电影院看了，最好的小北，最美的陈念“你是第一个问我疼不疼的人。”“你保护世界，我保护你。”这个世界还是阳光明媚的	135
牧云	评分虚高了，没那么好看，莫名其妙的剧情，最后居然看出来白夜行的既视感	33
我和我的猫·	融梗的你，扎痛原作粉丝的心	32
岱隐	不想让原创作者心寒.....	37
犹在镜中	我最喜欢后面那一吻。	64
红耳朵的小精灵	最好的小北	136
杨洋icon	一分给演员，人物单薄无病呻吟，逻辑不通，太尴尬了，值得两星，另外一个给抄袭	23
小费呢	文艺作品涉及抄袭不配打分。虽然曾志伟是个咸猪手，可没想到他儿子是个Ctrl+CCtrl+V的剪辑大师。佩服	30
已注销	幼稚的恶意就是这么可怕啊，不讲道理，没有逻辑，带给当事人的伤害却不会减少。女主很幸运能遇到保护她的人，但是更多的人没有这份幸运，希望以后能有规章制度或者法律直接干预，减少悲剧	143
阿柴	很不错！曾国祥真的好会把不怎么样的原著小说拍成很不错的电影。周冬雨当然很灵，已经完全是可以独挑大梁的女演员了，易烊千玺是又灵又清爽，以至于显得站在他对面的黄觉尹昉都油腻了不少。	82
卡塔利亚_RIA	看到了周冬雨的突破，易烊千玺也让人惊喜！	117
郁离	就想加个标签。我相信演员很棒，导演很好，编剧很好。但是来源很low。	25
爱国好青年	故事没有逻辑性，后半部分直接崩了。看完才知道原来是抄袭大作，真令人作呕。	20
Yourzzeroeight	《东野圭吾作品精选集》值得这个分。明知原著融梗抄袭还去拍摄的拍摄团队、因为这部融梗电影尝尽红利演员、拼命扭曲黑白维护偶像的粉丝：你们得到的一切都是偷来的，终有一天是要还回去的。	29
小心超人	霸凌。赤裸裸对原创的霸凌。如果有一天中国的原创死了，在座的各位都是帮凶。易烊千玺凹出的成熟硬汉人设渐渐向黄晓明靠拢，三观正确始终比不上资本利益。	24
zitsunari	即使抛开被迫修改的配音和后半段情节，观感也不那么舒服，它更像是（某种抓马的）虹孔类型片在借尸还魂，除了高考相关的部分，不少人物关系、行为逻辑都跟内地现实相去甚远。从最开头对2011年5月的微信界面的错误呈现开始，就已说明了这只能是一个架空感高于切身感的作品，借三个人物之口先后夸男主有多帅更透露了导演的急功近利。	32
氹氹仔	这部电影题材很现实很有社会意义，怪不得这么艰难！两位主演虽然年龄差了很多，但搭在一起真的很适合不会让人出戏！冬雨还是一如既往的发挥稳定，金马影后嘛！四字弟弟接这部戏虽然没经过科班的磨练，但眼神里都是戏，虽有青涩但表演张力还是不错的，很有天分！金马奖制作班底更是为这部电影保驾护航了！不错！	122
小小的人儿	两个演员真的演的很好，易烊千玺出乎我的意料之外，未来可期	100
周沐君	太长了。看到后来头疼。千玺的脸真适合大荧幕。希望他早日成为真正的演员。	45
汪金卫	2011年代的设定与当代手机通讯的严重bug冲突已表明电影无奈地被动过很多刀子。在片头片尾的棉花糖式包裹下，公映版尺度已大幅削弱。全片大量特写、近景镜头，捕捉角色细微的情绪变化。还好两位年轻主演经受住了镜头考验，在大银幕上没有露怯，表演可圈可点。然而，全片情感都有用力过猛之感，仅周冬雨哭戏就至少十场，台词控诉也过于直白，“你保护世界”这种话更显幼稚。虽然校园霸凌题材展现的突破在国产片已属难得，但依旧难掩与东野圭吾小说非常相似的剧作的平庸。反派死于话多，几个主要角色行为动机及性格转变方面有些经不起推敲。看完金马提名台片的好，确实很难“吹爆”此片。三星半	28
小丹丹	作为两个孩子的母亲，已经不适宜也不愿意浪费陪伴孩子的时间，去接触那些常规意义上的“青春片”了。这次吸引我走进电影院的，是与孩子成长有关的“守护”、“相信”和“疼痛”。是的，影片基调是暗的，灰白灰白。冷漠的社会、漠然的人群、自私的个体……但少年，却是鲜活的，想反抗、想改变、想逃离……正因为如此，少年间的感情才愈发美好温暖啊!说实话，我是爱这种反差的。不刻意、不迎合，敢于揭示、勇敢爱。所有的这些，导演越是不刻意制造，观众的感受就越是深刻。各种人物的细微、琐碎、随机和注定，仿佛积攒成了一股力量，森冷却蓬勃。这种反差，反而很抓心，让人生疼、心痛，却无语、凝噎。那时只有17岁的易烊千玺演绎的"小北"着着实实让老阿姨"疼痛"了一把，我不得不承认他的努力和天赋。孩子，好好走，路还很长。看好你[玫瑰]	95
皮革业	赢在题材和表演上，有些部分过于依赖两位主演的个人能力，特别是周冬雨，前面不突出“受难感”的地方其实没必要给那么多特写。至于故事嘛，真的相当东野圭吾……	33
没猫	不知道什么时候开始，人们把青春片定义为早恋，堕胎，狗血，一眼望过去就嗤之以鼻。少年的你不是。身处阴沟，也要仰望星空。当生活给你致命一击，属于小北的是没有希望的生活，没有关爱没有目标，看不到未来。穷困落魄，只能武装自己，靠够硬的拳头生活。属于陈念的是莫名其妙的被卷入的风波，无休止的被校园霸凌，整日的胆战心惊。而她，只是一个想要通过高考改变自己的普通高三学生。当两个苦难的人相遇，不知道是救赎，还是命运的唯一礼物。他们好难啊，生活好不公平，旁观者好冷漠。可这就是世界。保持善良，如果你也陷入黑暗，希望有一个人能同你在黑暗中做彼此的光。学会勇敢，对所有不公抵抗。不知道所谓的没看过所以一星，带粉籍所以一星，流量所以一星，看过了以后再来改的朋友们到底是看过了还是怎样。	104
雨果hugo	《少年的你》这一次让我彻底对豆瓣评分的信任感彻底崩塌，比看烂片还难受，烂片最多浪费钱，这片子看完让我回忆起成长时期最不愉快的经历，整个人心烦意乱，严重影响身心健康。	27
木子	温馨提示，别化妆带着纸巾，我也是心理很强大了，花着妆出来直接买了下一场的直接二刷了，这部剧真的很好看！深刻真实，周冬雨的演技真的厉害，眼泪说掉就掉了，还有最让我惊喜的四字弟弟，这部电影真的可以证明他演技的代表作了，他在流量小生中真的非常非常优秀的了！强推！	113
SLAM	看完不知道说什么好，希望通过这部电影可以让这个社会更加关注校园暴力，周冬雨的演技真的很棒，他们俩还挺有cp感，弟弟真的惊到我了，没进科班学习前竟然可以拍的这么好，特别是眼神，好多地方我看到他的眼神我一下子就动容了，就完全可以感受到其中的情感，期待弟弟以后的作品，郑警官演的也很好，特别是说小北死刑那段。平常大家所知道的校园暴力者都是不学习的学生但是这个电影演绎的是同样是好学生，并且不是明白着的欺负，这也是我们所要关注的焦点，看完心情很沉重，但是值得二刷。	101
明知你不在还是	抄袭，别说了，深读白夜行和X的献身，再看这个就觉得是垃圾	20
我在这里呀	电影绝对是不错的电影，7.5+的分数。但抄袭就是原罪，无论这个电影拍的多好，从他选择了这样一个原著作为剧本底色，他就不配上映。是对原创者最大的侮辱。真切的希望创作者者坚持尊严，不要去想要借抄袭融梗这样的便捷路径发家致富；演员也爱惜羽毛，抵制抄袭作品。这样，才不会有资本的狂欢，才能有更好的原创市场。	25
神奇宝贝皮卡丘	易烊千玺演的真好，特别棒，电影开头是从现在回忆到过去，时间正好，剧情紧凑不拖泥带水，能将观众带入剧情中，小北念念受到伤害时能体会到他们的处境，后期还非常贴心的提醒大家防范校园暴力，剧组特别用心，赞👍	104
我hello弟弟	你保护世界，我保护你，相信"相信"本身!故事以倒序展开，这曾是我们最好的乐园！我们以彼此为依靠！在校园，我们可能都曾被孤立过，被欺负过，我们需要勇敢说出来！陈念和小北两个人因为彼此对生活充满希望！要么选择被欺负要么选择加入他们，一起欺负他人！故事讲的真的很好，剧情感人真实，演员演技在线他们眼神里有戏，仿佛他们就是角色本身能，带很好的带入剧情！祝《少年的你》票房大卖！	89
胖官赵	“没有人会对别人这样。”“我们不会，但他们是少年。”，仅止于此了。导演确实是在声声质问，但大概小说原本就是东拼西凑的，所以即使改编成剧本也挺奇怪的，霸凌、纯爱、谋杀、亲子什么的.....剪了后很多地方跳跃的别扭，周冬雨和易烊千玺表现持平，哭戏堪比琼瑶剧。尹肪帅死我了。	42
陷落美好	这样的题材我是第一次看，千玺的表现真的超乎我的想象。太棒了，以后的你会越来越好的。	104
我叫叶zhizhi	看完了电影，真的真的真的很值得去看。你保护世界，我保护你。少年的你，青涩，无畏，勇敢。去和暴力说不！	91
天马星	影片拍出了很多青春片都没有的青春本质：学会长大，可是怎么学呢？从没有人教过我们，那些不安惶恐与孤独就像梦魇一点一点吞噬灵魂。但是如果只把影片当成简单的青春片就太小看它了，影片最终探讨还是人，人的阶级属性，人的善恶属性，从这点来看，影片是国内版的《寄生虫》。二刷之后，我最喜欢导演最后一场戏的处理：陈念去看守所探视小北，两人啥都没说，两人就对视着，对视着，从笑到哭，又从哭到笑，这时观众已经明了两人已经说过了千言万语。最后两人坐上了警车，陈念最后一次和小北对话，其实两人是坐在两辆车上的，现实中两人并未对话，但窗外的光不时打在两人的眼上，两人虽未对视，但却像探视时对视一样，只不过这一次他们是通过光把话带给对方。多好的处理啊，两人深刻的羁绊，就在光与影的交会中深深刻在观众心里，这就是电影的魅力啊。	41
CharlesChou	由于种种天生限制和剧作本身过于表面（反派的人物弧为零，也没有任何对恶之源头的描写或暗示)，观感上输给《七月与安生》不少，单纯是一个表演性质的题材。但真的不得不夸曾国祥的实力，从剪辑到演员情绪调动到摄影都十分成熟，四字弟弟直接获得一个代表性角色，提名都是应得的。	22
远子	有非常真实摄人的一面，有较为隐蔽的控诉，演技遮盖了俗套的悬疑设定，值得一看。	44
Peter Cat	3.5，潦草且缺乏信服力第二幕导致第三幕冗长得有点情绪失范，当然不排除这是审查干预的结果。但仍旧心满意足拥抱少年浪漫主义，那是曾经拥有过的真挚。	31
57	看完之后的感受跟《天才枪手》和《我不是药神》很类似。用很强的类型片的手法，来抵达一个同样有强度的社会现实。（和好莱坞一样），这很容易成功，也容易套路。大家都倾向于宽容和原谅各种不足，也是内在于这种策略的结果。但在广义的文化圈的意义上，不能把工业能力的提高等同于对这两种坚硬现实的反思程度，加上诸多场外因素的干扰，这会造成很大的混淆，跟风式的夸奖令人不适，延展讨论少得可怜。对我来说，片子里戏剧性地强化出令人窒息的上升空间、你死我活的丛林逻辑，是最重要的社会背景，也是最真实的部分。	31
今墨	现在融梗女王利字当头，没点操守...1星gei四字和周冬雨	16
飞天小威廉	一分给东野圭吾的剧本👏👏👏	26
啾咪	东野圭吾作品集改编版	15
墩墩	你，我从很小就开始听人说：写完这道题就好了，做完这份卷子就好了，中考完了就好了，高考完了就好了，去更好的城市就好了，熬过这段时间就好了，成年了就好了……但，什么是“好了”，我们真的“好了”吗？好多人说帮我们，保护我们，但最后，还不是我们自己一点点挨过。也许，真的有人保护过我们，只是那时，我们还是不顾一切，不知道什么是“好了”的少年，回不去的“少年”……	42
淋	请大家多多关注校园霸凌	16
阿暖	作为言情、校园霸凌、高考现实的三部分是完全割裂的，就好像恶意、嫌疑人X、白夜行也并不能真正合并成一部电影。微妙的违和感无处不在。可以说这部电影是锋利的、是宣泄情绪的，但我并不觉得它是诚恳的。铺天盖地的盛赞，大概是因为太久太久没有在一部中国电影里，看到哪怕最基本的表达欲吧。也挺悲哀的。	24
陆時	你们难道没看过东叔的书吗？还是国人抄袭就能抄成自己的？旁边的国产女性甚至留下了廉价的泪水。	16
草地热潮	抄袭电影	27
押木茂	并不好	14
顗礼	正义无奈、理想无能、操蛋的世界谋杀了未来。“如果世界是这样的话，你还愿意把你的孩子生出来吗？”把这句台词写出来，拍出来，并且用镜头语言跟前文的铺垫呼应出来，这个年轻的主创团队就赢了，“大人们”口口声声的说要保护“少年”，可最后的结果又是怎样呢？这就是对校园霸凌问题最深刻的反思，他们真的太勇敢了；中后段审讯室的部分大概是近十年来，不，应该是本世纪以来最高光的青春片段落，二人互为补充的空间构图、“大人”与“少年”间理想与现实的博弈、超高光与阴阳脸的对比，以及声画契合度惊艳到可怕的蒙太奇，太牛逼了。BTW，曾国祥正式成为最适合拍东野圭吾的中国导演	46
木石子	两次校园欺凌的终结，一次是受害人的死亡，一次是加害者的死亡。前者是电影的开始，后者是电影的结束。陈念面对校园暴力，先是沉默，然后寻求合法渠道，最后以暴易暴，可都宣告失败！冰冻三尺非一日之寒，若要冰消，恐怕也得花好长时间吧！	81
红绿	粉丝给好评这很正常，毕竟大多数粉丝在易烊千玺面前感性远远大过理性了。但是我想说不能因为一个明星或者演员就不去公正客观地看待电影本身。抛开评论里抄袭部分不说，本人不知道原著。电影本身水平不高，两个小时的电影，前一个半小时里，节奏缓慢，剧情拖沓，中心不明确，没有深挖欺凌的根源所在，也没有提出解决这一问题的措施途径。不过是隔靴搔痒，无病呻吟之作。给一星实在是没办法，毕竟不能给0分...	21
握不住的灵魂	作为一部披着校园霸凌的爱情片，整齐划一的围观、一意孤行的反派、公正严明的询问，老派成熟的前辈和孤立无援的主角，全部功能性的营造影片气氛，导致整体的感觉是情绪大于角色，而情绪的共鸣又是来自影片之外的社会问题，少数台词像放置三天的罐头汤，听得跳出。但有几场戏太棒了，男孩和女孩在一起，小北的眼泪在陈念脸上，陈念的眼泪在小北脸上。忍住不哭的那个人永远比哭的一方更难受，这个导演很擅长激发两个演员间的表演张力，单独一人还好，俩人在一起简直几何式的增长，这是表演上不可求的互相成就。ps尹昉的表演空间多给一些更好。删减痕迹导致一些地方转折莫名其妙，角色NPC化。背后的取舍和折中不得而知，我们需要一个能够呈现多样化的世界，需要更多的人保有社会责任和担当，能看到这样的题材，现阶段必须鼓励，支持。	40
扭腰客	周冬雨好得不像话，每一帧都是多种情绪暗潮汹涌，面部大特写和佝偻的背影也都在戏里，尼玛再这样下去，搞不好会成为仅次于巩俐的“谋女郎”。易烊千玺有天分，又努力，能接得住周冬雨的戏，是了不起的淬炼。那些阴暗肮脏的青春，真的不想再提起。	26
Heir	假。想学韩国电影，没有那种压抑的环境和文化，硬生生制造压抑。在中国，现实生活没有电影中那么无助，反面角色太过脸谱化，缺少人性，为制造矛盾把人物两极化，作为一部写实性电影，太失败。整体电影节奏把握不好，看的人一阵阵不舒服，导演在让人在观影体验这方面还需加强。	19
寂寞牌食之谜	太尴尬的电影	18
笔敢子	从椅子上那滩红墨水开始，我的眼泪就没停过。整部电影弥漫着脚踏实地的绝望，以被霸凌的高考生陈念作为整个故事的前景，掀开了藏在课本后面的“屠杀”。写实程度让我恍然觉得在看某一部分的人生，那些拼搏的口号、翻烂的书本、母亲清晨起床的背影、去北京就能改变命运的执念、走投无路只能哭的夜晚，全都想起来了。而小北、母亲、同学组成的后景，全都被什么追赶着直到走投无路，因而“高考”就成了信仰，被赋予唯一的出路。可惜我们的青春里没有小北，我们自己擦干眼泪走出来，逼自己成为现在的大人。其实最让我感动的是，导演拍底层，不是俯视而是平视，悲悯之中满含尊重，让我们直视他们的眼睛，看每个人拼尽全力地活。联想到电影本身的命运，其实也是一个被欺负的“孩子”，保护好这样的电影，就保护了一部分电影的未来。	36
渊几代	日式校园霸凌，生搬硬套霸凌清北学霸背景设定奇葩，还没学会甄嬛传吃百家饭的融会贯通。仿佛看到了致青春2吴亦凡张口我要上清华的假大空。	23
nannan有深度	原作者的其他作品曾抄袭融梗丁墨、t大、尾鱼，这部又是融梗东野圭吾。。虽然很喜欢弟弟，但是更心疼这些从小看到大的作者原创作品被“暴力”，不抵制演员，演员演技确实好，单纯抵制作品抵制编剧！	11
hydejiaqi	看了不得不夸一下四字厉害👍对，我说得就是东野圭吾。	30
Morning	三星半。如果做电影分成两部分，提出目标和实现目标，我会觉得前者几乎可以拿到满分，围绕着演员状态穿插起来的前因后果的叙事，像是对一种法制陈述和专题片叙事的借鉴，伴随而来的剪辑也很重要，包括摄影将概念化进行到底，甚至小到比任何一个内地导演还要明白内地校服是什么样子这样的细节上，这个团队有汇聚力量去挑战的一面。但是实现目标这一幅度内，我就觉得乏善可陈，电影的主题内核实际上是逐渐变化的，将种种主题点作为了一个观众代入的臆想反派，讲到霸凌就是霸凌很恐怖，讲到高考就是高考很冷漠，讲到成人就是成人更加无情，在小的题点上不停的变化，没有试图到更深，节奏也很平均，常常同样大场的对话戏接在一起，到了最后就是要讲这个世界一无是处，我觉得是一种有内容的失控，比较像是有个妇人絮絮叨叨，也不是不能听，但就是不够智慧。	26
追风的女儿	3分，不能再多了😂冲着豆瓣8.7和票圈诸多好评去的，结果挺失望。剧情逻辑混乱，人物定位不清。对于这种主题，应该很容易赚眼泪的，结果也并没有。票圈说周冬雨和四字弟弟演技爆表，额，好像根本不需要演技吧，当然剧本硬伤比较大。。化妆师水平不错，给演员“演技”加分了。片子太压抑太长，实名不推荐😅😅	13
金基范	你保护世界，我保护你，谁来保护一下原创作者	25
闲人	其实有点四六不靠，对校园凌霸这个议题的探讨没能处理得特别深入，前半部分男主角的戏份过少，导致爱情戏的部分看起来有点突兀，像是用商业类型片的素材做了一部文艺片。不过整个制作成色还是不错的，整体不如导演上一部《七月与安生》。	36
不闻回声	一星打给演员和东野圭吾	19
btr	#长宁来福士四星半。曾国祥有一种将情绪或无法言说的东西影像化（包括利用声音）的能力，作者风格在这部片中也更成熟。校园霸凌和爱情，缺席的父（母）亲和社会大气象，电影层次也足够丰富。只要去掉那些金句，后半段的节奏更紧凑些，就是满分。	38
绝美沙雕	易烊千玺粉丝真的可怕本来是一个很普通的电影吹成这样这一星是留给周冬雨的哎	26
悲伤蛙	我们在绝望黑暗的生活里互相打上一束光，你保护世界，我保护你。	74
蓝迭殇	一星给东野圭吾抄袭可耻讲着校园霸凌却在霸凌原创不觉得讽刺吗	26
🍮布丁酱🍮	打着校园霸凌的旗号营销，这种抄袭作品大行其道又何尝不是对原创的霸凌呢	19
豆友198699441	千玺演技棒棒哒👍！	82
河狸	按理说辛苦拍摄的演员和工作人员不应该背原著的锅，但是也不能因此就助长歪风邪气啊。	22
纯真博物馆	谁看了不说《白夜行》《嫌疑人X的献身》写得好呢	21
二号宝瑞	小说完全当做玛丽苏言情小说来看的，然后电影又想要升华主题，然而东一锤子西一棒子，搞什么悬疑推理？不伦不类	13
Jooooooc	谁能想到一个人在电影院看的默默哭泣呢易烊千玺的演技🉑️	80
毒舌列文	毒舌君提醒一下那些嘴上没把门的，要吹《少年的你》也悠着点吹，“年度最佳华语片”这大话都敢说！包圆儿了柏林电影节影帝影后的《地久天长》也是今年的片儿啊，你一个把校园欺凌当噱头拍出雌雄大盗反转警局范儿的片子，何德何能超越人家啊！	25
南笙	演员能在荧幕上这样撕裂自己，简直太幸福了。	31
你看起来很美味	其实想给四星，但是导演的镜头语言真的太棒了，曾国祥太会拍了，感觉所有意象信手拈来好不费事，周冬雨真的灵到不行，易烊千玺更是惊喜。两个人最后对视那场戏的层次太丰满了。所以多给一星。希望曾导能拍出更好的电影。	46
江月年年李师师	虽然抄袭融梗，但电影好看呀。即使抄袭融梗，但演技不错，我要去看看。你不可以说抄袭融梗，因为他改编了，所以是原创，我看看，不算支持抄袭作品。我不知道，我只是看看电影。[doge][doge]	15
痴迷张碳碳的小	“这个世界其实没那么黑暗，你可能总会遇到一个人或是一些朋友，他们会愿意去帮助你，而且你不是孤单的。”确实朋友是生活的指路明灯，电影的初心很好。建议正处在青春期的同学都看一看。	79
小A萌	台詞寫了「從來沒有一節課教過我們，如何變成大人。」拍這部電影的過程也像一節課，它教會我們，如何做回少年。	44
城北有信使	刚从影院出来，妥妥被四字弟弟圈粉！没有接受过专业的学习，可是一点也不输人。他的眼神太神奇了，会说话，有穿透力，第一次看到这样一双眼睛，令人心疼。他的眼神里透露出和本身年龄不一样的成熟感，真的很神奇，小北是个离他太过遥远的社会群体，可是他就是小北，小北也是他。他真的太有塑造力了，永远期待他不设限的未来。“你赢了，我们就不算输。”易烊千玺赢了，小北就不算输。	92
南茜	东野圭吾精选集真好看	21
阳sir	那个女警察问陈念为什么不信老师、不信学校、不信警察，她心里真的没有答案吗？陈念算是幸运的了，如果你真的有过上学期间被全班孤立过、被欺负过，你会知道你的身后没有小北的，没有垃圾桶里地放过，只有熬着再熬着。	39
心生	9分。聚焦校园霸凌这个话题本身，已非常难得。那场凌辱戏拍得真实又绝望，会不自主想起真实案例的视频，越想越难过。周冬雨的表演一如既往的棒，藏在角色背后，把力量赋予角色，所有情绪从角色直达观者的心里，又是一次影后级表演。易烊千玺也非常棒，准确而克制，最触动人心的是他在哭泣时整个脸部肌肉的轻微抖动，所有的无奈、愤怒、心酸与祝福都在里面了。两人在监狱里对视那场戏，没有台词，但情绪会有几次起伏，且彼此倒映在画面里的玻璃上，很出彩的一场戏，两个人都完美消化了。片子有一种压抑感，融合了复杂情绪最终汇成的压抑，它源自受霸凌对象的内心痛苦，并扩散到影片每个角落。类似悲剧不会就此终结，但期待社会的不断聚焦和凝视，能产生更多有效的抑制力量，让乐园依旧是乐园，不会成为一些人的“usedtobe”	44
烟波人长安	有些超出预期，尤其是有一段女警察质问周冬雨“为什么不相信大人”，周冬雨露出一张复杂的嘲讽脸，像是在反问“跟你们说了，有用吗？”	36
西帕克	曾国祥用显微镜一般的特写捕捉下每一张脸，不管是加害者，受害者还是旁观者，每一个细小的情绪都被放至最大。后半段转变为推理悬疑，互相否认却是深爱的证明，又虐又美。最终，一切又归于那只无形的手，让少年过早长大，过早跳入那片河流。	35
cabo小伙	年轻真好啊年轻就是干和这个烂世界互干到头破血流	33
萌大大	选好好的演员真的可以把一切原则都抛掉	16
没事写写豆瓣	共生关系可不就是白夜行吗！！！	15
难出绿野	一星给周冬雨的演技，剩下4星是东野圭吾读者的自尊	14
Sissi	对抄袭洗白的态度真是刷新我的认知。做错了就要挨打好吗！！	11
乱讲噻	好一部嫌疑人周冬雨的白夜自首演技爆表献身行👏	13
基瑞尔	实力放大版《悲伤逆流成河》，继续对霸凌给予最宝贵和真诚的关注。对于招牌白底黑字和片尾喊话已经心累，只能正面想到陈念关于“找你们有用吗”的那段呼喊已是范围内最大的努力。感觉两位演员被用得很好，电话两端的隐忍与嚎啕，之于周冬雨是对情绪戏控制的精准体现；有些远景的处理，和角色形象带来的本身不多的台词设计，对尚算新人的易烊千玺减轻了莫名的压力。那段有距离的守护，以及同走夜路的陪伴，是每个人都曾渴望的善意。	40
小佣兵牧草	个人不是很喜欢，这分数说实话有点假。	21
Zac_Zhao	🐶	10
晚不安	2010年代，华语青春片以泥沙俱下又势如破竹的面貌出现在新一代的观众面前。错误的观念被建立和拥护，不甘心的人把力量慢慢聚拢，然后有了《狗十三》《嘉年华》《过春天》《少年的你》，击穿太平无事下的为赋新诗强说愁。周冬雨的雀斑和张雪迎长满粉刺的额头一样，都是刺破光鲜亮丽的虚伪的第一步。然后是事件和表现事件的方法，谁坠了楼谁挨了打谁装上了铁栏杆。接着是真实的限度，在社会议题里到底为现实打多少柔光，为爱情用多少蒙太奇，为结局用多少真实可怖之眼泪。最后是目标和技术，类型还是“地下”，市场还是作者，导编摄剪演完成到什么程度。团队做完全部的选择，大部分是对的。二刷完认定摄影是最突出的。曾国祥完全证明了自己是一个专业、优秀的导演，他的出色在于把一个原本深刻但极易陷入廉价的故事拍得高级，而《药神》恰恰相反。	19
.	过于真实引起不适建议学校集体观看	62
储西	每个人都会看到自己或多或少的影子，谢谢谢谢谢谢这部电影让我从头哭到尾。陈念谢谢你没放弃啊，小北，我期望着你的期望。♥️	75
不良生	永远不要怀疑人性当中恶的那一部分，也不要以为它只会存在于成人的世界里。少年的宇宙有牺牲与甘愿，同样有软弱与欺凌；大人的森林有迂回与污秽，同样也有护全与真理。所以这与少年是否能够对抗大人的世界无关，而与人性幽微有染。丰美优沃的土壤能包裹畸形的根茎，腐烂黝黑的烂泥也能栽育清亮生动的花蒂。	20
心跳	小说抄东野圭吾，电影抄告白，绝了	10
好像饮了风-	以后都当文学裁缝好了	6
🐻小山	小北啊啊啊啊啊啊😭这部电影，真的很棒！易烊千玺塑造角色的能力，真的很棒！看进去了！陷在里面透透的！还有周冬雨！真的也演的很棒啊啊啊啊啊啊不说了！我吹爆😭	66
张宏毅毅	后面的老头带了一女的，抱着看，女的看到一半走了老头也睡着了	7
紫苏	曾国祥把易烊千玺拍出了张震的感觉！	64
女神的秋裤	没想到能把校园欺凌拍得这么引人入胜。完成度非常高，手持镜头、近身特写、交叉剪辑这些镜头语言非常丰富，演技无痕，最重要的是“真实”和“现实”。不是学校无为，而是无力，也不是警察无能，是无奈，问题也不只是欺凌，而是社会的真相。当宣誓和肮脏罪恶的角落剪辑在一起，讽刺得生猛又戳心。片子能上，不容易。	28
Chinese-Idiot	不管怎样，拿着抄袭的原著进行改编，这种行为就是没得洗，根都是烂的，叶子再好看有什么用？？？	11
城南草木生	少年的你真好看。导演摄影演员剧本样样好，曾国祥好，易烊千玺好，周冬雨好，余静萍好，很多个好像差不多就行了的细节都能感觉到人家在较真和死磕。片尾看到了画着框的卢凯彤的名字，她给电影写了一首歌，叫FLY。卢凯彤是这部电影的摄影余静萍的爱人，电影拍到一半，还去重庆探过班的爱人不在了。想卢凯彤了	35
貓小三的意思其實是如果先生	演员很好，感情也很好。拍摄和剪辑上的瑕疵明显到非常影响体验，派出所高强柔光是一例，不遗余力张弛无度的2/3脸特写是一例。Ps：她不止是第一个问你疼不疼的人，还是第一个问你硬不硬的人。	24
Kafka	唯一一分送给四字弟弟和周冬雨演技，抄袭的东西毕竟还是抄袭	16
辣椒樱桃酱	我喜欢四字也喜欢小周，但只要替抄袭融梗的人为虎作伥的我会全员抵制。对不起，但我必须这么做，否则良心过不去	14
清醒废人	白夜行和嫌疑人真的很好看，但是不影响我打一星	9
D	别替主创团队开脱了，知道是抄袭的情况下仍然开拍就是毫无道德底线，同公司同项目撞创意都是要被戳爆脊梁骨的，观众朋友们的道德原则也是蛮灵活的哈。	15
赵启辰	这部片能上映是今年唯一让我感到欣慰的事，它的力量让我反思自己做为一个成年人的一切，和做为从业者的一切。我很惭愧，也很抱歉。希望这些羞愧和自责可以转化为力量。	33
Enjolras	我观影时不幸步入了一个49个小女生加我一个中年男人的尴尬场次，当周冬雨问易烊千玺“硬不硬？”时，我听见了两个手机摔在地上的声音……	25
胤祥	其实上映第一天就看了。相当不错，柏林新生代妥妥的，若不撤片的话可能还有个观众奖拿呢。周冬雨相当精湛，如此高龄演高中生都没有任何问题，可以预定明年各种表演奖了。不提原著也不说审查，剧作还是完成得不错，在主线上是很用心的，单说把“少年的逻辑”拿来做核心动力就相当值得表扬。不过放弃了现实主义的面向，而借用了一种混合着大半韩国电影小半日本电影的方法，视听上做的很到位，也就不用再强求可信度了。比起连篇累牍地讨论校园霸凌，更值得讨论的是如何把高考工厂的新闻影像收编进这个文本，以及收编的方式和效果。	13
王治.Eden	导演真的应该多看看同类的韩国片比如《韩公主》，跟人家学学怎么拍这样的电影…镜头对着演员打脸猛拍啊，演技不行你一遍遍的照女主雀斑和男主脸上疤痕有什么用？	16
孟浪	更像是中国版的《寄生虫》，校园欺凌和犯罪推理只是构成社会寓言的两大提喻手段，对阶级固化的讽刺和人性之恶的拷问才是整部电影最隐晦最本色的指向。影片的最大妙笔是没有把人物进行绝对化处理，尤其是周冬雨一角所承担的伤害、隐忍、反扑，这一系列的转变使电影有了更为深刻的内涵——人性的善恶转变有时就在一念之间，受害者某种程度上也是促成恶的一部分，复杂的社会链条中根本没有无辜的人。另外，山城重庆的空间结构以及各个人物的人名也在电影中化为了一种只可意会的次语言，并和司法审判、高考制度这类看似构成社会平等的治理政策形成了皮相之间的对比。当然，某些金句台词也写的太过直接，有点不符合现实情况，结尾又急转为光明的套路，这些也导致电影没有更上一层楼。	19
石头摇篮	非常好看，扎实细密。被真实扎痛，一次又一次。常常都觉得成长简直犹如过地雷区，不知道什么时候就会踩响一颗，自己没踩到，也可能会被别人踩到的伤及。当然，往开里说，整个人生都如此，但成长期最为集中，因为他们还在成长，还是儿童或者少年。成人最当自醒的是，对人好一点，教自己的孩子对人好一点，如果我们还没被影片隐蔽批责的那些东西腐蚀坏掉的话。最后，必须赞易烊千玺。	46
